OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SourceEUIWN(GJ/m2),SteamUse(GJ),Electricity(kWh),NaturalGas(GJ),SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
1,NonResidential,Hotel,98101.0,1927,1.0,12,8215.787439360001,0.0,Hotel,,62.5,2067.4638095803966,2124317.9424199997,1118410.625,1344590.09273,7677908.480969999,249.70499999999998
2,NonResidential,Hotel,98101.0,1996,1.0,11,9621.596240640001,1399.4913945600001,Hotel,Parking,56.0,2127.0857743951865,0.0,1047494.09375,5061158.1645100005,9194988.75051,279.685
3,NonResidential,Hotel,98101.0,1969,1.0,41,88825.5255744,18275.700222720003,Hotel,,30.5,2785.7669804769894,21748457.153739996,14549682.5,2745107.861,78835868.36151999,2075.38
5,NonResidential,Hotel,98101.0,1926,1.0,10,5696.8144128,0.0,Hotel,,28.5,4924.20932619643,13543258.8308025,811523.15625,2011528.33571,18627213.281085,1111.385
8,NonResidential,Hotel,98121.0,1980,1.0,18,16311.9157632,5759.98848,Hotel,Parking,71.0,2513.7770972611115,0.0,1675644.8125,9267173.84559,15685970.557379998,506.355
9,Nonresidential COS,Other,98101.0,1999,1.0,2,9038.35095552,3455.80728192,Police Station,,,3646.0272236516694,0.0,2145682.375,5009670.18145,13518995.4841,303.21500000000003
10,NonResidential,Hotel,98101.0,1926,1.0,11,7711.69554432,0.0,Hotel,,26.0,1776.7355660768148,0.0,804630.9375,3439936.08755,6615363.621564999,192.3
11,NonResidential,Other,98101.0,1926,1.0,8,9546.809293440001,0.0,Other - Entertainment/Public Assembly,,,1775.5999441497609,2257508.9805849995,1134889.875,369412.37804,7621736.295274999,210.75
12,NonResidential,Hotel,98104.0,1904,1.0,15,15234.61211136,0.0,Hotel,,44.5,2123.6788200327674,0.0,2147312.875,6174369.379,14656407.66487,361.885
15,NonResidential,Hotel,98101.0,1969,1.0,11,14229.30831552,1791.0777081600002,Hotel,,39.0,2488.2247771439984,4674289.027474999,1835418.4375,4932877.111819999,17019626.00827,633.9449999999999
16,NonResidential,Hotel,98101.0,1998,1.0,25,30953.06325504,5682.042829440001,Hotel,,34.0,2313.3335441129475,6027429.326445,5442699.25,3213396.2419999996,29035744.96808,732.185
17,NonResidential,Hotel,98104.0,1928,1.0,9,6039.533727360001,0.0,Hotel,,43.5,1748.9120015377641,1922063.7317149998,433468.34375,3588142.4758699997,6673746.421724999,331.55
18,NonResidential,Hotel,98101.0,1980,1.0,33,29352.901294080002,5351.215104000001,Hotel,Parking,57.0,2066.3281348452856,4784079.0986049995,4102360.0,4259129.5116,23916436.644139998,661.98
19,NonResidential,Hotel,98101.0,1922,1.0,11,8564.7312576,2341.1566080000002,Hotel,Parking,24.5,3576.7521039361786,4892648.465314999,1160845.0625,2250030.45154,11873873.660489999,498.82
21,Nonresidential COS,Other,98154.0,2004,1.0,11,38276.052480000006,5295.47328,Library,Parking,,1667.1446704004516,760035.4185549999,4982026.0,0.0,18622618.23102,174.11
22,NonResidential,Other,98104.0,1930,1.0,6,9653.647789440001,0.0,Fitness Center/Health Club/Gym,Office,,1919.2605884364277,4742689.622335,1427589.0625,825289.0332,11097152.7318,422.475
23,NonResidential,Hotel,98104.0,1983,1.0,28,38673.770394240004,7896.758400000001,Hotel,Parking,30.5,2654.5985646470017,0.0,6324242.5,12486973.24673,36016549.45807999,779.005
24,NonResidential,Mixed Use Property,98104.0,1907,1.0,5,5337.46545408,0.0,Social/Meeting Hall,Restaurant,,3266.1499128553805,1863007.4735687498,1104720.0625,2119443.5652199998,8403365.09932,269.26
25,NonResidential,Hotel,98104.0,1916,1.0,10,9694.61803008,0.0,Hotel,,61.0,1953.8980963378592,3500878.4632699997,1128218.0625,1933080.932,9480348.19106,380.27
26,NonResidential,Other,98104.0,1916,1.0,10,50201.0866944,0.0,Courthouse,,71.5,2254.8472188278984,0.0,7496428.25,24879099.237109996,54020150.27132,1430.685
27,NonResidential,Other,98104.0,1985,1.0,19,35793.12583296,0.0,Other,,,2707.406569064554,0.0,5558926.25,32086984.290909998,53794743.03268,1747.435
28,SPS-District K-12,K-12 School,98118.0,1961,1.0,2,5223.7521331200005,0.0,K-12 School,,95.5,729.6596988955268,0.0,270893.45314999996,604086.73619,1809251.9687449997,36.85
29,NonResidential,Hotel,98105.0,2001,1.0,6,8230.46611968,2841.5323814400003,Hotel,Parking,84.5,1693.2647844462354,0.0,662498.1875,1594961.6335599998,3967911.7185175,96.045
30,NonResidential,University,98121.0,1928,1.0,7,11760.874542720001,0.0,College/University,,,1999.324381634874,0.0,1352571.375,6280400.27135,12420292.39967,348.32000000000005
31,NonResidential,Other,98101.0,1930,1.0,2,6245.31396096,0.0,Automobile Dealership,,,716.0318263096965,0.0,395509.15625,0.0,1423779.00579625,9.405000000000001
32,NonResidential,Hotel,98101.0,1991,1.0,8,14741.482775040002,2815.0550150400004,Hotel,Parking,,663.7915895871351,0.0,161933.25,4949477.42586,5721960.17853,253.0
33,NonResidential,Hotel,98101.0,2001,1.0,10,15966.87387264,3556.4212742400005,Hotel,,38.5,2052.7003014964093,0.0,1666773.375,5652378.444,11790223.22839,324.18
34,SPS-District K-12,K-12 School,98112.0,1955,1.0,1,11738.39200704,0.0,K-12 School,,,581.4564518017925,0.0,283269.0,2294861.006,4289807.49122,122.255
35,NonResidential,Hotel,98121.0,1978,1.0,5,6355.4969664,1505.029248,Hotel,,58.5,2273.585596718288,0.0,677388.3125,2202923.60513,4694848.1904,127.005
36,SPS-District K-12,K-12 School,98125.0,1949,1.0,2,14924.4088608,0.0,K-12 School,,77.5,868.2098604204286,0.0,535933.59375,5016637.27016,8526386.941675,265.275
37,SPS-District K-12,K-12 School,98109.0,1989,1.0,2,4792.12460928,0.0,K-12 School,,,543.979766431755,0.0,435135.34375,0.0,887580.30313,10.35
38,NonResidential,Small- and Mid-Sized Office,98070.0,1906,1.0,3,8106.90507648,0.0,Office,K-12 School,,1295.7847966147824,0.0,396587.34375,2863611.1451399997,4839518.5451299995,153.57999999999998
40,NonResidential,Hotel,98105.0,1994,1.0,4,7606.0647878400005,0.0,Hotel,,24.5,1968.6616044218465,0.0,920652.5,4117793.14647,7601050.261384999,229.185
41,NonResidential,Self-Storage Facility,98105.0,1955,1.0,2,10252.40788224,0.0,Self-Storage Facility,,,397.4799963488815,0.0,81182.0,37507.383,340857.756152314,3.8200000000000003
43,Campus,Mixed Use Property,98108.0,1992,1.0,3,45971.6757984,0.0,Office,Laboratory,8.0,4546.03536254861,0.0,44102076.0,314311869.54,497580914.91135997,16870.98
46,NonResidential,Warehouse,98118.0,1961,3.0,2,66341.5963488,0.0,Non-Refrigerated Warehouse,Refrigerated Warehouse,,1970.9329709269252,0.0,13566095.5,0.0,47701125.83596,322.69
50,SPS-District K-12,K-12 School,98199.0,1990,1.0,2,5108.36655744,0.0,K-12 School,,94.0,989.1573450237311,0.0,366281.0,425394.9167,1922938.3105137497,30.125
51,SPS-District K-12,K-12 School,98115.0,1950,1.0,2,16310.5222176,0.0,K-12 School,,88.0,725.1170877413795,0.0,463306.25,4993041.38079,8254634.082415,262.36
52,NonResidential,Small- and Mid-Sized Office,98107.0,1961,1.0,2,8816.498496,0.0,Office,Non-Refrigerated Warehouse,57.0,1884.055148056156,0.0,1257488.875,1925067.7513000001,6932743.605585,126.82
53,NonResidential,Small- and Mid-Sized Office,98144.0,1900,1.0,2,4882.42636416,0.0,Office,Other - Education,88.0,1117.4866359092553,0.0,411154.0,1204510.8315899998,2818458.006085,70.41499999999999
54,NonResidential,K-12 School,98103.0,1954,1.0,3,16259.425545600001,0.0,K-12 School,,95.0,943.7310857332643,0.0,787487.34375,4590061.2137899995,8695158.031985,249.785
55,NonResidential,Self-Storage Facility,98121.0,1911,1.0,3,6557.65398144,0.0,Self-Storage Facility,Vocational School,,915.3396314160817,0.0,455403.45314999996,631989.9080099999,2484227.5269224998,42.65
56,NonResidential,Hotel,98101.0,1969,1.0,24,30863.3189184,19135.239148800003,Hotel,,67.5,1378.6877763670918,0.0,3592112.375,3856901.60238,16788020.81966,279.59000000000003
57,NonResidential,Large Office,98101.0,1973,1.0,5,15618.394569600001,0.0,Office,Retail Store,78.5,1972.0686450942076,0.0,2747655.375,0.0,9891188.55506,65.355
58,NonResidential,Other,98101.0,1920,1.0,2,5335.23578112,0.0,Other - Mall,"Personal Services (Health/Beauty, Dry Cleaning, etc)",,274.829034734718,0.0,104768.2969,280869.10519,653836.3760175,16.63
59,NonResidential,Small- and Mid-Sized Office,98101.0,1910,1.0,8,5518.440576,0.0,Office,Retail Store,,4291.080544144367,0.0,1317104.1875,0.0,5070459.837235,31.33
60,NonResidential,Mixed Use Property,98101.0,1926,1.0,2,4881.961848960001,0.0,Other - Entertainment/Public Assembly,Restaurant,,5863.397774712215,0.0,1454611.0625,10911366.161339998,17029716.07458,583.8599999999999
62,NonResidential,Hotel,98101.0,1930,1.0,20,9163.398447360001,933.0252307200001,Hotel,Parking,58.5,2162.291180137916,0.0,1423334.125,688072.14984,6126224.88108,68.495
63,NonResidential,Hotel,98101.0,1982,1.0,34,92365.31720448,13628.31854976,Hotel,Parking,61.5,2135.603237525919,14680378.100539997,13274515.5,25011961.88785,90254875.5868,2648.825
65,NonResidential,Hotel,98101.0,1985,1.0,7,6610.051296000001,0.0,Hotel,Parking,98.5,2380.337314926045,0.0,922758.40625,2158539.8685799995,5480346.16323,130.605
66,NonResidential,Hotel,98101.0,1908,1.0,7,11409.422342400001,0.0,Hotel,Other - Entertainment/Public Assembly,99.0,850.0393549326168,0.0,380896.04689999996,4161633.5271199998,6503664.946895,218.55
67,NonResidential,Hotel,98109.0,1959,1.0,5,10514.11574592,3952.6527398400003,Hotel,Parking,86.0,1966.9581879982936,0.0,889512.15625,2216972.7840899997,5585931.556495,132.76
68,NonResidential,Hotel,98109.0,2000,1.0,7,13977.54107712,3226.9870944000004,Hotel,Restaurant,83.5,1494.5248038744803,0.0,1023230.25,3405496.2915,7257266.345804999,195.765
69,NonResidential,Hotel,98109.0,1997,1.0,6,10804.623552000001,2619.865728,Hotel,Parking,82.0,1688.7221905540766,0.0,941733.65625,2856724.24099,6389233.93059,166.2
70,NonResidential,Hotel,98119.0,1998,1.0,6,14455.898830080001,3413.62930176,Hotel,,81.0,1217.4244374425743,0.0,1337219.0625,2440885.5302399998,7229866.965134999,154.675
73,NonResidential,K-12 School,98136.0,1911,1.0,3,5209.259258880001,0.0,K-12 School,,76.5,1086.2560298461008,0.0,161518.04690000002,2764002.4030099995,4144706.408245,142.98000000000002
77,NonResidential,Hotel,98109.0,1999,1.0,4,11421.685543680002,4170.510368640001,Hotel,Parking,94.0,1562.6641966146317,0.0,706959.25,3054303.7446,5641244.923349999,170.565
82,NonResidential,Small- and Mid-Sized Office,98122.0,1962,1.0,2,5108.180751360001,0.0,Office,,68.0,1716.5457556609554,0.0,609530.0,1435269.3345499998,3983968.9404225,86.745
84,NonResidential,Senior Care Community,98126.0,1922,1.0,5,20215.98021312,0.0,Senior Care Community,Parking,52.0,2892.518733890118,0.0,3503076.25,33963121.52459,50736328.77431999,1792.975
85,NonResidential,Senior Care Community,98133.0,1970,1.0,2,8676.86522688,0.0,Senior Care Community,,1.0,3638.0776237246914,0.0,1681892.375,11234854.94276,17854978.73128,605.55
86,NonResidential,Hotel,98109.0,2008,1.0,6,7813.42437312,1926.0658252800001,Hotel,Parking,71.0,1821.0261942414045,0.0,848238.8125,1000645.8080299998,4132095.0122999996,70.55000000000001
87,SPS-District K-12,K-12 School,98146.0,1948,1.0,2,4956.56299008,0.0,K-12 School,,,,,,,,
89,NonResidential,Medical Office,98122.0,1965,0.0,3,16630.94480256,0.0,Medical Office,,48.0,2466.079480664389,0.0,2841015.875,8536875.029369999,19194790.457269996,497.30999999999995
95,NonResidential,Hotel,98104.0,1908,1.0,7,7119.25285824,0.0,Hotel,,47.5,1959.5763643973005,0.0,797877.5,4772020.02657,7619208.371515,259.195
96,NonResidential,Mixed Use Property,98104.0,1983,1.0,6,9269.8653312,867.80729664,Medical Office,Parking,,5719.169249619108,5351203.917815,3014349.125,0.0,16406588.143039998,463.19500000000005
98,NonResidential,Retail Store,98109.0,1929,1.0,2,5418.1052928,0.0,Retail Store,,95.5,342.4006211107537,0.0,108164.75,731057.4043599999,1385501.4949375,39.375
100,NonResidential,Large Office,98109.0,2010,1.0,5,29385.788970240003,0.0,Office,Parking,96.0,1613.7687505389167,0.0,3713622.0,925844.16415,14421873.6297,134.94
102,NonResidential,Hotel,98109.0,1990,1.0,7,26278.83260352,4158.89748864,Hotel,Parking,38.5,2133.8997342245957,0.0,3168082.5,8793632.32085,21269127.56984,518.015
103,Nonresidential COS,Other,98109.0,1962,1.0,1,36139.28256,0.0,Other,,,1815.9157893857184,7729976.2195,4210367.0,363299.3604,27807030.53256,683.96
104,Nonresidential COS,Other,98109.0,1962,1.0,1,8473.964987520001,0.0,Other,,,2734.0945116765497,2843455.2789000003,1080886.5625,0.0,7260112.633919999,233.74
106,Nonresidential COS,Other,98109.0,1938,1.0,5,36797.5005984,0.0,Other,,,1747.2084982364404,10927620.4157,2229838.875,0.0,25394188.49712,852.505
107,NonResidential,Large Office,98109.0,2010,1.0,12,53078.20094016,0.0,Office,Parking,90.0,2048.1576036916226,0.0,9736448.5,7859741.74161,43171516.92252,627.24
110,Nonresidential COS,Other,98109.0,1962,1.0,2,4830.95808,0.0,Other,,,1196.982617576346,1238313.3714,357974.95314999996,0.0,2770011.8928875,99.11
111,Nonresidential COS,Other,98109.0,1928,1.0,1,5638.84291584,0.0,Other,,,297.5421686954485,0.0,263910.14845,0.0,950041.075043125,6.28
112,Nonresidential COS,Other,98109.0,1928,1.0,2,24345.05582592,0.0,Other,,,2015.223563886144,4767404.6666,4029281.375,0.0,21981478.760399997,444.62
113,NonResidential,Small- and Mid-Sized Office,98109.0,1986,0.0,2,6153.8973696,218.50795008,Office,Data Center,,2731.255438120571,0.0,1245057.625,0.0,4495649.5653375,29.615000000000002
114,NonResidential,Large Office,98109.0,2010,1.0,6,85526.35281792001,28215.30356928,Office,Parking,93.0,1502.4744208363145,0.0,8217921.75,9109985.20396,40588576.003759995,654.06
115,NonResidential,Small- and Mid-Sized Office,98033.0,1970,1.0,4,7080.419387520001,2408.9758272000004,Office,Parking,70.0,2188.4112941836993,0.0,843207.4375,541097.54407,3719184.4886975,47.295
116,NonResidential,Hotel,98109.0,2002,1.0,6,9003.233606400001,3431.28087936,Hotel,Parking,54.0,2187.2756024137316,0.0,799722.8125,2510796.97102,5551865.515449999,145.41
117,NonResidential,Hotel,98105.0,1962,2.0,4,4646.73135168,0.0,Hotel,Swimming Pool,52.0,2361.031195915042,0.0,627925.84375,3552640.2343999995,5932569.409375001,193.76999999999998
118,SPS-District K-12,K-12 School,98106.0,1999,1.0,3,6918.30358272,0.0,K-12 School,,,436.66016741755703,0.0,482107.90625,140111.968,1055839.6893399998,18.52
119,NonResidential,K-12 School,98112.0,1923,1.0,3,6293.530638720001,0.0,K-12 School,,38.5,953.3841799898742,0.0,381460.79689999996,1238153.52981,2860490.27766,71.4
120,NonResidential,K-12 School,98112.0,1908,1.0,6,18032.85167616,0.0,K-12 School,,100.0,690.4795278268514,0.0,539736.34375,4445264.25186,7778406.111149999,236.605
121,NonResidential,Small- and Mid-Sized Office,98144.0,2003,1.0,3,9237.62797632,3321.46948608,Office,Parking,67.0,2693.7787527505343,0.0,1368228.625,0.0,5075408.068635,32.545
122,SPS-District K-12,K-12 School,98144.0,1991,1.0,2,5475.05485632,0.0,K-12 School,,,726.2527361860278,0.0,659035.4375,0.0,1304841.76229,15.675
125,SPS-District K-12,K-12 School,98108.0,1957,1.0,1,12157.47762048,0.0,K-12 School,,63.0,1086.2560471648721,0.0,646882.75,4163745.22971,7812580.295845,224.985
127,SPS-District K-12,K-12 School,98118.0,1989,1.0,3,5570.001763200001,0.0,K-12 School,,93.5,953.384162671103,0.0,419174.20314999996,155243.11099,1825744.5347825,17.79
130,SPS-District K-12,K-12 School,98119.0,1964,1.0,2,8660.23558272,0.0,K-12 School,,85.0,821.6479526285307,0.0,426869.40625,1607401.84602,3658244.35498,91.065
131,NonResidential,Other,98115.0,1941,1.0,4,5250.97272384,0.0,Other,,,4631.209786030682,0.0,1875863.0625,0.0,6714564.84677,44.620000000000005
132,NonResidential,Other,98115.0,1929,1.0,2,19224.797679360003,0.0,Other,Parking,,849.4715437419583,0.0,603658.90625,2424621.25281,4753030.265394999,136.41000000000003
136,NonResidential,Hotel,98133.0,2001,1.0,4,4774.2872256,0.0,Hotel,Parking,87.5,1524.0518370773118,0.0,415751.0,2447291.85456,3946406.03489,133.08
137,SPS-District K-12,K-12 School,98133.0,1963,1.0,2,12171.505979520001,0.0,K-12 School,,88.0,713.7605164171257,0.0,519637.84375,2261941.55141,4564661.963115,126.22
138,SPS-District K-12,K-12 School,98133.0,1959,1.0,1,22815.77888448,0.0,K-12 School,,93.5,992.5643250520014,0.0,1139435.5625,7614615.959100001,13175496.434719998,410.40999999999997
139,NonResidential,Hotel,98133.0,2002,1.0,3,6423.13037952,0.0,Hotel,,76.5,1196.414771407448,0.0,539830.34375,1507271.90425,3508035.7265449995,88.71000000000001
140,SPS-District K-12,K-12 School,98103.0,1991,1.0,3,6186.22762752,0.0,K-12 School,,,603.6017658840873,0.0,606295.40625,0.0,1189677.21552,14.42
144,NonResidential,Hotel,98104.0,1904,1.0,5,17742.6225792,0.0,Hotel,Parking,97.5,987.4538766438643,0.0,1337998.125,2274297.3590700002,7090909.496539999,146.31
145,Nonresidential COS,Other,98111.0,1998,1.0,6,26393.753664000003,0.0,Other - Entertainment/Public Assembly,,,2170.808608631106,3921877.4724799995,2991265.125,508534.69975999993,15348264.31493,383.675
147,NonResidential,Hospital,98107.0,1954,4.0,5,26508.30311232,0.0,Hospital (General Medical & Surgical),Parking,21.0,3985.588723849542,0.0,9898571.0,33712007.22152,60445997.42156,1932.46
148,SPS-District K-12,K-12 School,98107.0,1991,1.0,2,5157.326459520001,0.0,K-12 School,,92.0,1052.7541617583233,0.0,458167.59375,0.0,1809985.8289162498,10.895
163,Nonresidential COS,Other,98104.0,2006,1.0,4,5681.5783142400005,0.0,Other,Office,,3975.9356552587833,0.0,2076445.125,2968991.5929999994,10859505.7421,198.845
167,NonResidential,Other,98104.0,1910,1.0,4,6765.199372800001,1283.9200128,Museum,,,1009.031344841175,0.0,405980.15625,694585.5627499999,2269025.3561325,44.625
168,NonResidential,Hotel,98109.0,1996,1.0,4,15070.916954880002,1319.223168,Hotel,Parking,75.5,1726.1988236838858,0.0,1262192.3125,3738520.7051999997,8318937.615529999,218.215
169,SPS-District K-12,K-12 School,98144.0,1990,1.0,4,26903.60554752,0.0,K-12 School,,91.0,951.1128657250235,0.0,1842948.875,2633105.85658,10535790.122779999,176.385
170,NonResidential,University,98122.0,1915,1.0,3,5883.5495232,0.0,College/University,,,1291.2421595676524,0.0,553188.84375,1076359.5512799998,3402647.365735,67.34
172,Campus,University,98106.0,1970,27.0,2,40976.836755840006,0.0,College/University,,,2296.8665849678655,0.0,7356326.25,13469399.22362,43764395.2288,853.01
173,NonResidential,Small- and Mid-Sized Office,98115.0,2002,1.0,2,8946.562752,0.0,Office,Data Center,,5303.518843064048,0.0,4075124.5,2505856.65257,17124443.58162,223.075
174,Nonresidential COS,Other,98134.0,1950,1.0,1,6257.577162240001,0.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,,2621.6645248415225,0.0,1051085.6875,3629458.09794,8324883.142395,207.705
175,SPS-District K-12,K-12 School,98122.0,2008,1.0,3,23645.960449920003,0.0,K-12 School,,61.0,1453.6411471071667,0.0,2279397.125,6131063.38624,16288942.095149998,362.85
176,SPS-District K-12,K-12 School,98118.0,2001,1.0,3,7321.1311641600005,0.0,K-12 School,,92.0,909.0935518252846,0.0,484212.34375,866481.74078,2870486.3117474997,55.135000000000005
177,SPS-District K-12,K-12 School,98122.0,2002,1.0,3,6223.94626176,0.0,K-12 School,,81.0,1128.8431809430465,0.0,524958.25,556839.03927,2656189.250555,40.515
178,SPS-District K-12,K-12 School,98118.0,2000,1.0,3,9137.664305280001,0.0,K-12 School,,89.0,930.1032087751541,0.0,571111.0625,1490200.50592,4003138.3255625,88.595
179,NonResidential,Small- and Mid-Sized Office,98118.0,1958,1.0,1,5087.8349856,0.0,Office,Other,,2815.861859848719,0.0,1061862.9065,698380.6135699999,4856324.859634999,60.41
182,NonResidential,University,98119.0,1980,1.0,2,4887.72183744,0.0,College/University,,,2242.9228711776595,0.0,770994.6875,1717336.9879,4916719.39545,104.78999999999999
185,SPS-District K-12,K-12 School,98125.0,2011,1.0,2,21995.53794432,0.0,K-12 School,Parking,96.0,985.1825710667906,0.0,1415344.75,3560116.9170899997,10032431.01985,212.875
187,NonResidential,Other,98122.0,1971,3.0,6,23316.897882240002,0.0,Other,Courthouse,,1784.6852012091636,4394993.016744999,2579694.75,547856.2584299999,14892839.75298,410.475
189,SPS-District K-12,K-12 School,98117.0,2002,1.0,3,5808.85547904,0.0,K-12 School,,96.5,855.1498380350793,0.0,318120.84375,874225.88118,2335114.7101799995,51.575
190,NonResidential,Small- and Mid-Sized Office,98108.0,2007,1.0,3,5947.1881056,0.0,Office,Non-Refrigerated Warehouse,20.0,1947.651947471977,0.0,785265.0,650494.60535,3681240.0470925,51.425
194,NonResidential,Retail Store,98125.0,1951,1.0,1,49242.23441856,0.0,Retail Store,Restaurant,98.0,1396.2904443169996,0.0,4849229.25,12498865.355519999,31246712.878179997,744.515
195,NonResidential,Other,98125.0,1964,1.0,3,5037.57444096,0.0,Other/Specialty Hospital,,,3724.3875657890203,0.0,983494.40625,4308299.00031,8420312.00057,240.26999999999998
197,NonResidential,Retail Store,98125.0,1965,1.0,4,11551.749799680001,0.0,Retail Store,,75.5,2488.7926403477536,0.0,2551564.125,99811.84118,9062927.94537,65.72
198,NonResidential,Hospital,98105.0,1953,6.0,10,81661.77216000001,0.0,Hospital (General Medical & Surgical),,11.5,6463.592430648857,0.0,33760930.0,144880668.28028,270851508.84128,8096.110000000001
200,NonResidential,Other,98133.0,1996,1.0,3,5150.73034368,0.0,Financial Office,Parking,73.0,2216.2349285656637,0.0,538312.90625,1376505.1302,3451514.8435199996,82.095
205,SPS-District K-12,K-12 School,98117.0,1999,1.0,2,22556.3935968,0.0,K-12 School,,81.0,1270.2325202204684,0.0,2245874.5,1350416.13405,10246722.67386,121.4
209,NonResidential,Self-Storage Facility,98122.0,1910,1.0,5,7884.681004800001,0.0,Self-Storage Facility,,,342.96845830796065,0.0,134304.10155000002,844995.4438799999,1629795.6264024999,45.730000000000004
211,Campus,University,98103.0,1970,11.0,2,64481.39877888001,10370.30184,College/University,,,1912.446611004333,0.0,9764514.5,3363344.0068499995,40579827.44624,401.565
212,SPS-District K-12,K-12 School,98118.0,1952,1.0,2,16089.412982400001,0.0,K-12 School,,75.5,794.3921728193275,0.0,524881.5,4963763.993319999,8368331.568255,262.35
214,SPS-District K-12,K-12 School,98106.0,1963,1.0,1,13502.620736640001,0.0,K-12 School,,76.0,865.9385461555778,0.0,553902.3125,3543568.82852,6595906.4688099995,191.555
215,NonResidential,Warehouse,98108.0,1904,1.0,4,10618.53876288,0.0,Non-Refrigerated Warehouse,,64.0,424.73577184258767,0.0,258858.5,1093237.87363,2361429.225405,61.19
216,SPS-District K-12,K-12 School,98118.0,1960,1.0,2,17105.772240000002,0.0,K-12 School,,87.5,1043.101093451479,0.0,861217.65625,5782061.1439,10743775.683169998,311.545
217,SPS-District K-12,K-12 School,98117.0,1959,1.0,1,14889.5702208,0.0,K-12 School,,,440.6349673810458,0.0,283770.5,4250265.425009999,3883520.76618,220.7
220,NonResidential,Warehouse,98134.0,1937,1.0,1,21752.68939776,0.0,Non-Refrigerated Warehouse,,84.5,585.9990716437169,0.0,418810.0,5938457.9629999995,9139299.782295,308.89
223,NonResidential,Retail Store,98126.0,1966,1.0,1,6037.21115136,0.0,Retail Store,,74.0,1424.6818550249484,0.0,738089.40625,331932.4266,3060850.655665,34.265
224,NonResidential,Retail Store,98126.0,1965,1.0,1,6293.7164448,0.0,Retail Store,,34.0,2713.652735533121,0.0,826506.15625,6937604.53077,10500639.21629,368.885
225,SPS-District K-12,K-12 School,98126.0,2010,1.0,2,34177.541967360004,0.0,K-12 School,,95.0,1000.5139423545331,0.0,2409306.375,4266713.282880001,14578586.966799999,272.08500000000004
226,SPS-District K-12,K-12 School,98126.0,1958,1.0,1,4347.5835628800005,0.0,K-12 School,,86.0,1081.7134186351705,0.0,241722.54690000002,1233358.28211,2552548.596635,67.83500000000001
227,SPS-District K-12,K-12 School,98144.0,1963,1.0,3,12652.27921152,0.0,K-12 School,,,532.6231951075013,0.0,350037.5,3305121.5758100003,3655644.68714,174.7
228,NonResidential,Other,98117.0,1973,1.0,3,5202.57024,0.0,Other,,,810.2913466667344,0.0,249626.79690000002,1003926.5170999999,2225392.75636125,56.475
229,SPS-District K-12,K-12 School,98118.0,2004,1.0,2,6258.970707840001,0.0,K-12 School,,92.0,916.4752971795012,0.0,426036.29689999996,684216.9606,2408277.1864675,44.58
230,NonResidential,Self-Storage Facility,98126.0,1969,1.0,2,4839.13354752,0.0,Self-Storage Facility,,,593.9486845739686,0.0,151372.85155000002,807833.59303,1593833.1809487499,44.265
231,SPS-District K-12,K-12 School,98103.0,2010,1.0,3,11870.77883904,0.0,K-12 School,,78.0,1143.0389037861407,0.0,1076458.9375,852544.9257099999,4946711.322304999,68.52
232,NonResidential,Hotel,98109.0,1998,1.0,5,11512.544716800001,2787.0912000000003,Hotel,Parking,80.5,1705.1891667340165,0.0,1190612.625,5387399.59747,10043622.041269999,299.515
233,Nonresidential COS,Other,98109.0,1900,1.0,1,4645.152,0.0,Museum,,,4268.36740149586,0.0,1090563.5,3927624.3842999996,8554365.022755,223.655
234,Nonresidential COS,Warehouse,98109.0,1926,1.0,2,4672.27968768,0.0,Non-Refrigerated Warehouse,Residence Hall/Dormitory,,378.7416558216114,0.0,167924.8008,0.0,604507.0127468749,3.995
235,NonResidential,Hotel,98109.0,1998,1.0,7,19291.87367424,5048.444096640001,Hotel,,76.5,1935.7275475815104,0.0,1623229.4375,5713360.9120000005,12253936.86923,326.21000000000004
237,SPS-District K-12,K-12 School,98117.0,1999,1.0,2,6246.3358944,0.0,K-12 School,,87.0,1035.1514935245013,0.0,488200.20314999996,694760.17518,2660378.10252,46.59
238,Nonresidential COS,Small- and Mid-Sized Office,98103.0,1957,1.0,2,8466.254035200001,0.0,Office,Distribution Center,,3075.927412449216,0.0,2052902.375,2431954.4473399995,10567601.764369998,171.25
239,SPS-District K-12,K-12 School,98136.0,1991,1.0,3,5399.33887872,0.0,K-12 School,,97.0,794.9599840099861,0.0,342958.65625,226795.6976,1563371.9502174999,19.575
241,NonResidential,Hotel,98133.0,1968,1.0,4,6028.7569747200005,0.0,Hotel,,71.5,2071.438574906343,0.0,750406.3125,3763152.1359599996,6481732.359615,207.28
242,SPS-District K-12,K-12 School,98115.0,1989,1.0,2,4904.53728768,0.0,K-12 School,,,463.34811002955337,0.0,179849.0,0.0,760166.50976,4.28
243,SPS-District K-12,K-12 School,98108.0,1925,1.0,1,6574.00491648,0.0,K-12 School,,91.0,742.7197646061959,0.0,125349.5,2998497.92849,3730183.4891975,153.92000000000002
244,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,3,4139.57365632,0.0,Office,Self-Storage Facility,80.5,1136.7927719551158,0.0,366505.20314999996,371322.03663999995,1752084.3339399998,27.41
