OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SourceEUIWN(GJ/m2),SiteEnergyUseWN(GJ),SteamUse(GJ),Electricity(kWh),NaturalGas(GJ),TotalGHGEmissions(MetricTonsCO2e)
673,NonResidential,Retail Store,#8944 West Seattle,98106.0,7985400295,1,DELRIDGE,2005,0.0,1,8799.125627520001,0.0,Retail Store,,79.0,1499.0674324041815,5806511.8956349995,0.0,1227924.0625,1196857.95388,89.46000000000001
674,NonResidential,Medical Office,7th and Madison,98122.0,8590400395,7,EAST,2008,1.0,9,28140.516622080002,9414.97987968,Medical Office,Parking,59.5,2503.5561830692836,15348649.41183,0.0,4082497.25,588825.29329,126.75
675,NonResidential,Medical Office,NINTH & JEFFERSON BLDG - HARBORVIEW,18379,8590400545,3,EAST,2008,1,15.0,40364.048304,23225.760000000002,Medical Office,Parking,60.0,3480.7891108837766,59771643.16184,22656455.50552,9834730.0,0.0,1891.47
677,NonResidential,Medical Office,Cabrini Medical Tower,98104.0,8590901010,3,EAST,1973,1.0,19,29720.70442944,14530.685777280001,Medical Office,Parking,51.5,2724.4414606884766,16419051.56682,3623220.1875725,3374776.875,0.0,345.345
678,NonResidential,Large Office,Colman Building,98104.0,8591400005,7,DOWNTOWN,1900,1.0,6,19093.525683840002,0.0,Office,Retail Store,93.5,1484.8717091636072,9173501.39855,2133433.5289375,1299166.125,1899255.1808699998,282.59000000000003
679,NonResidential,Small- and Mid-Sized Office,Mutual Life Building,98104.0,8591400075,7,DOWNTOWN,1900,1.0,6,5267.602368000001,0.0,Office,Retail Store,50.0,2075.9812034360443,3469873.151285,0.0,952811.34375,0.0,22.66
680,NonResidential,Small- and Mid-Sized Office,RDA Building,98134.0,8592900345,2,GREATER DUWAMISH,1925,1.0,4,6689.0188800000005,0.0,Office,,91.0,1236.7306257286627,2712885.537305,0.0,720929.6875,101611.77354,22.259999999999998
681,NonResidential,Large Office,1633 Westlake Building,98109.0,8807900360,7,MAGNOLIA / QUEEN ANNE,2000,1.0,4,17758.04448384,8815.75527168,Office,Parking,93.0,1754.022441030993,5346147.542764999,0.0,1485096.625,0.0,35.325
682,NonResidential,Other,West Seattle Fitness,98121.0,9358000300,1,DELRIDGE,2001,1.0,3,6388.29173952,1070.8933420800001,Other - Recreation,Parking,,3606.8470525829935,8661445.963569999,0.0,1018027.9375,4354093.35208,243.39
683,NonResidential,Other,Rainier Square Plaza,98118.0,9834201515,2,SOUTHEAST,1994,3.0,1,9488.466184320001,0.0,Strip Mall,Parking,,5097.964902095055,22894240.70808,0.0,3630118.375,8980559.938699998,538.4100000000001
685,NonResidential,Large Office,818 Stewart,98101.0,2285050000,7,DOWNTOWN,2008,1.0,14,33635.17401984,0.0,Office,Parking,83.5,2507.5309659979152,17703147.68433,0.0,4876145.25,139030.00397000002,122.98500000000001
689,NonResidential,Other,Marketplace at Queen Anne,98109.0,5161000000,7,MAGNOLIA / QUEEN ANNE,1994,3.0,2,7556.361661440001,0.0,Lifestyle Center,,,4631.77768387198,14368119.90529,0.0,2692315.5,4322190.4478,281.61
690,NonResidential,Large Office,One Convention Place,98101.0,5342900000,7,DOWNTOWN,2001,1.0,23,50068.514056320004,0.0,Office,Parking,91.0,1542.7902143998729,16528333.09903,0.0,4544605.0,0.0,108.1
692,NonResidential,Other,2323 Elliott,98121.0,6780950000,7,DOWNTOWN,1983,1.0,6,25639.566785280003,18313.976275200002,Parking,Office,,2461.5367998944594,5743329.627535,0.0,1595429.375,0.0,37.95
693,NonResidential,Small- and Mid-Sized Office,Queen Anne Square East (200),98119.0,7015350000,7,MAGNOLIA / QUEEN ANNE,1982,1.0,5,9166.55715072,0.0,Office,,90.0,1642.7280074157636,4794455.34994,0.0,1344818.1875,0.0,31.985
694,NonResidential,Large Office,Rainier Brewery,98134.0,7135400000,2,GREATER DUWAMISH,2007,1.0,1,14765.17305024,2636.68117824,Office,Multifamily Housing,16.0,2252.0080589619774,9200667.08343,0.0,2201895.75,687734.53064,86.995
696,NonResidential,Large Office,"Ocean Beauty Seafoods, LLC",98119.0,7666200070,7,MAGNOLIA / QUEEN ANNE,1978,1.0,1,9764.109504,0.0,Office,,1.0,6539.113629955144,23864582.555260003,0.0,5155950.25,4603312.23986,354.365
700,NonResidential,Supermarket / Grocery Store,IUC- Whole Foods Interbay,98119.0,7666201460,7,MAGNOLIA / QUEEN ANNE,2008,1.0,1,5311.82421504,0.0,Supermarket/Grocery Store,Retail Store,31.5,2571.127747811051,13267742.968169998,0.0,1034779.5,2625229.8336799997,156.765
701,NonResidential,Retail Store,Elliot Industrial,98121.0,7666201690,7,MAGNOLIA / QUEEN ANNE,1978,1.0,1,4706.4680064,0.0,Retail Store,,52.0,1428.0888786624528,2792076.2307849997,0.0,513278.90625,819631.27395,53.465
702,NonResidential,Small- and Mid-Sized Office,Hays Elliot,98119.0,7666201740,7,MAGNOLIA / QUEEN ANNE,1937,1.0,2,5753.39236416,0.0,Office,,57.0,1550.7397796893083,2597575.2603725,0.0,400932.75,853330.41788,52.495
703,NonResidential,Large Office,501 Elliott Ave West,98119.0,7666202080,7,MAGNOLIA / QUEEN ANNE,2000,1.0,4,15339.31383744,5109.667200000001,Office,Parking,1.5,7844.551503678114,25555261.34214,0.0,7098950.0,0.0,168.86
704,NonResidential,Large Office,401 Elliott Ave West,98119.0,7666202110,7,MAGNOLIA / QUEEN ANNE,2000,1.0,4,12035.681735040002,3948.3792000000003,Office,Parking,1.0,10842.118781815232,27673630.85628,0.0,7752330.25,0.0,184.4
705,NonResidential,Large Office,351 Elliott Ave West,98119.0,7666202133,7,MAGNOLIA / QUEEN ANNE,2000,1.0,5,14858.633508480001,5199.87605184,Office,Parking,57.0,2777.8173635151547,8180451.231224999,0.0,2272432.875,0.0,54.05
706,NonResidential,Large Office,333 Elliott West,98119.0,7666202160,7,MAGNOLIA / QUEEN ANNE,2008,1.0,5,17090.81485056,4344.424859520001,Office,Parking,54.5,3910.0675069405693,15872843.31211,0.0,4409288.75,0.0,104.88
707,NonResidential,Large Office,101 ELLIOTT AVENUE WEST,98119.0,7666202220,7,MAGNOLIA / QUEEN ANNE,1986,1.0,5,19343.3419584,7325.218897920001,Office,Parking,95.0,1420.7070811815738,6345265.623915,0.0,1043855.0,2028628.2206599999,126.945
708,NonResidential,Large Office,3131 Elliott Avenue,98121.0,7666202240,7,DOWNTOWN,1986,1.0,7,25779.29295744,7458.534760320001,Office,Parking,64.5,2350.8102817232134,13536873.4758,0.0,3760383.75,0.0,89.445
709,NonResidential,Large Office,Pier 69 Corporate HQ,98121.0,7666202295,7,DOWNTOWN,1993,1.0,3,17384.945875200003,0.0,Office,Non-Refrigerated Warehouse,77.5,1924.3710455323421,10884103.938469999,0.0,2891801.875,0.0,68.785
710,NonResidential,Large Office,World Trade Center - North,98121.0,7666202320,7,DOWNTOWN,2000,1.0,5,23322.750773760003,10950.20261568,Office,Data Center,98.5,4428.494953255211,18203684.50176,0.0,5056768.5,0.0,120.28
711,NonResidential,Warehouse,08495-Pier 57,98101.0,7666202440,7,DOWNTOWN,1912,1.0,5,14337.7261632,0.0,Non-Refrigerated Warehouse,,80.0,550.7937092263073,1553157.3868274998,0.0,368244.95314999996,0.0,8.760000000000002
712,NonResidential,Large Office,51 University,98006.0,7666202475,7,DOWNTOWN,1918,1.0,6,10056.289564800001,1364.7456576000002,Office,Adult Education,,1706.8926700353395,5161337.430335,301708.12278,1325479.3125,0.0,53.6
713,NonResidential,Large Office,National Building,98104.0,7666202515,7,DOWNTOWN,1905,1.0,6,15594.7042944,0.0,Office,Retail Store,72.0,1832.3827655656582,7122656.515705001,0.0,1942133.0625,0.0,46.195
714,NonResidential,Large Office,MARITIME BUILDING,18379,7666202525,7,DOWNTOWN,1911,1,5.0,17926.5705984,2987.7617664000004,Office,Parking,95.0,1343.4823876592195,8149126.236059999,3222190.1670999997,1059765.0,0.0,260.94
715,NonResidential,Large Office,Polson Building,98104.0,7666202565,7,DOWNTOWN,1910,1.0,6,10457.1661824,0.0,Office,Retail Store,87.0,1452.5054899747413,5020633.309909999,0.0,1050226.1565,1133222.5375099997,82.025
716,NonResidential,Retail Store,Western Building,98104.0,7666202570,7,DOWNTOWN,1910,1.0,6,8008.61366016,0.0,Other,Retail Store,,3915.745792602696,3437167.08258,0.0,635967.6875,1090500.5204599998,70.025
717,Nonresidential COS,Warehouse,Airport Way Ctr - Bldg C,98134.0,7666203240,2,GREATER DUWAMISH,1985,1.0,2,13485.619480320001,0.0,Non-Refrigerated Warehouse,Office,51.5,1691.5612987475974,9443267.052299999,0.0,2037872.5625,1672018.99572,132.64
718,NonResidential,Large Office,Holgate Center,98134.0,7666203300,2,GREATER DUWAMISH,1951,1.0,2,10488.38160384,0.0,Office,Parking,68.5,2808.4801577630396,10329513.23206,0.0,2432496.5,1485997.67441,132.66
719,NonResidential,Distribution Center,MACMILLAN-PIPER EYRES WAREHOUSE,98134.0,7666203440,2,GREATER DUWAMISH,1960,1.0,1,10276.28396352,0.0,Distribution Center,Office,95.0,328.77273552164917,1075358.3985156398,0.0,298722.04689999996,0.0,7.105
720,NonResidential,Warehouse,6th & Holgate Building,98103.0,7666203467,2,GREATER DUWAMISH,1951,1.0,4,13924.400538240001,0.0,Non-Refrigerated Warehouse,Office,93.0,416.2183368761517,3314946.9539425,0.0,308291.5,1620154.35624,88.89
722,NonResidential,Warehouse,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,98121.0,7666203530,2,GREATER DUWAMISH,1951,1.0,3,9124.936588800001,0.0,Non-Refrigerated Warehouse,,11.0,1670.5516764352706,7100123.599284999,0.0,1678552.5625,842774.54258,82.35
723,NonResidential,Distribution Center,North Coast Electric,98134.0,7666203538,2,GREATER DUWAMISH,1970,1.0,1,7842.8746368,0.0,Distribution Center,Office,53.0,1277.0464368949065,3078936.23042,0.0,851522.9375,0.0,20.255
725,NonResidential,Distribution Center,Pacific Millennial Realty LLC,98134.0,7666204100,2,GREATER DUWAMISH,1961,1.0,1,6813.0444384,0.0,Distribution Center,Parking,,1505.3135290298355,4795312.849955,0.0,707709.84375,1992062.47871,117.11000000000001
727,NonResidential,Distribution Center,2700 4th Ave S (Best Fixture/Filson),98134.0,7666204225,2,GREATER DUWAMISH,1928,1.0,2,5283.953303040001,0.0,Distribution Center,Office,,949.9771999616041,2229387.47728625,0.0,356094.59375,829295.6235499999,50.215
728,NonResidential,Warehouse,Pacific Iron & Metal,98134.0,7666204430,2,GREATER DUWAMISH,1931,1.0,2,5685.666048,0.0,Non-Refrigerated Warehouse,,13.5,1852.2568176233303,6045478.237865,0.0,555724.34375,3465115.62198,187.64499999999998
729,NonResidential,Distribution Center,Gensco Incorporated,98134.0,7666204590,2,GREATER DUWAMISH,1987,1.0,1,10396.59340032,0.0,Distribution Center,,78.0,519.5631424001065,2188286.29616125,0.0,394385.15625,590391.5298599999,39.1
730,NonResidential,Other,(ID#730)Campus 4:KC Metro Transit Ryerson Base,98134.0,7666204685,2,GREATER DUWAMISH,1986,3.0,2,5912.72107776,0.0,Other - Public Services,Parking,,3074.7916860417054,8294811.030979999,0.0,1336697.25,2634353.9925599997,164.4
731,NonResidential,Mixed Use Property,SALVATION ARMY (ID#731),98134.0,7666204745,2,GREATER DUWAMISH,1930,3.0,2,10103.48430912,1752.1513344000002,Non-Refrigerated Warehouse,Multifamily Housing,,1209.4748636357108,3890592.9652425,0.0,1069763.125,0.0,25.445
732,NonResidential,Supermarket / Grocery Store,70100122-Greenwood,98117.0,9231900160,6,NORTHWEST,1970,1.0,1,13182.0123456,3302.2385568000004,Supermarket/Grocery Store,Parking,93.0,2443.9340797043237,18602088.87354,0.0,3861917.75,4020464.9165299996,294.245
734,NonResidential,Small- and Mid-Sized Office,1455 Leary,98107.0,2768302690,6,BALLARD,2001,1.0,4,8555.62675968,1956.0735072000002,Office,,5.5,2416.678343163657,5009457.05933,0.0,1391568.0,0.0,33.099999999999994
735,NonResidential,Warehouse,Seattle Marine & Fishing Supply Co.,98199.0,2771100415,7,MAGNOLIA / QUEEN ANNE,1974,0.0,3,5226.632127360001,0.0,Non-Refrigerated Warehouse,Retail Store,,926.6962200591067,2873406.585945,0.0,242667.14844999998,1527117.58285,82.64500000000001
738,NonResidential,Other,UW Benjamin Hall IRB,98105.0,4207401365,4,NORTHEAST,2006,1.0,6,13325.91915456,0.0,Other,Parking,,5143.39118739207,27201555.86494,0.0,3996599.75,12500903.203909999,724.34
739,NonResidential,Large Office,Lakeview 837 N 34th,98103.0,1973200389,6,LAKE UNION,2008,1.0,4,18824.29267392,8254.899619200001,Office,Parking,73.5,2822.107956474373,9316621.870140001,0.0,2588047.75,0.0,61.56
740,NonResidential,Small- and Mid-Sized Office,The Canal View Building,98103.0,1972206514,6,LAKE UNION,2000,1.0,2,7169.699208960001,2396.898432,Office,,17.0,4028.1758487128077,9656707.800420001,0.0,2491098.4375,625812.0041799999,90.75500000000001
741,NonResidential,Large Office,1000 Dexter-RREEF  SeaDPD ID 741,98109.0,2249500235,7,MAGNOLIA / QUEEN ANNE,1998,1.0,5,10268.01559296,0.0,Office,Other,52.5,2426.899291993028,7708205.056399999,0.0,2141248.375,0.0,50.935
742,NonResidential,Mixed Use Property,1100 Eastlake,98109.0,2163901105,3,LAKE UNION,2008,1.0,5,26683.982760960003,9629.400096000001,Parking,Office,,4350.702543596701,22018490.265199997,0.0,5005531.5,3627606.46764,301.67
743,NonResidential,Laboratory,Dendreon Pharmaceuticals Inc. (Building Owner is Alexandria Real Estate),98102.0,2163901160,3,LAKE UNION,1999,1.0,4,10753.34107392,1707.7436812800001,Laboratory,,,8486.765889165003,38373148.35504,0.0,5095210.5,20543913.61529,1155.345
744,NonResidential,Large Office,West Tower,98119.0,1989200750,7,MAGNOLIA / QUEEN ANNE,2000,1.0,7,22470.9228,7867.86555456,Office,Parking,88.5,1820.4583832778774,8916056.20795,0.0,2421514.75,158117.62196,65.56
745,NonResidential,Large Office,190 Queen Anne,98109.0,1989201385,7,MAGNOLIA / QUEEN ANNE,1974,1.0,5,9562.509907200001,1739.1449088000002,Office,Parking,84.5,1742.098023537841,5127705.810245,0.0,1189733.25,679899.12755,62.525000000000006
748,NonResidential,Small- and Mid-Sized Office,Pier 70,98121.0,7666202292,7,DOWNTOWN,1902,1.0,3,7143.59345472,0.0,Office,Parking,,3249.115021231458,13010887.556109998,0.0,2423937.75,4049255.92134,261.49
749,NonResidential,Large Office,Fourth and Vine,98121.0,0656000410,7,DOWNTOWN,1975,1.0,8,13935.456,2195.2988352,Office,Parking,65.0,2437.1202237875423,9983545.34228,0.0,2423945.25,997452.6689399999,107.86500000000001
750,NonResidential,Large Office,Children's Hospital Research Building #2,98101.0,0660001255,7,DOWNTOWN,1953,1.0,7,25489.06386048,0.0,Office,,82.0,2090.744850070202,17485175.98104,0.0,4641282.0,743283.43964,147.82
751,NonResidential,Large Office,Blanchard Plaza (CoS Energy Reporting),98121.0,0697000235,7,DOWNTOWN,1983,1.0,15,35117.53492608,10802.7654912,Office,Parking,84.5,2127.653602961399,19450711.6137,0.0,4416624.0,2734851.6227399996,242.72000000000003
752,NonResidential,Large Office,ACTIVE VOICE,98121.0,0659000930,7,DOWNTOWN,1963,1.0,11,15702.471820800001,0.0,Office,Bar/Nightclub,86.5,1697.8073953732514,12061748.19469,2961455.9588325,1945287.625,1425841.31839,334.70500000000004
753,NonResidential,Other,WestinBuilding,98121.0,0659000950,7,DOWNTOWN,1981,1.0,33,39893.0298912,0.0,Data Center,Office,84.5,23225.891843797574,295202175.47455996,0.0,81952960.0,159478.12183000002,1957.3899999999999
754,NonResidential,Large Office,Eighth & Olive - New,98101.0,0659000305,7,DOWNTOWN,1981,1.0,19,35629.7093856,8340.64912512,Office,Parking,90.5,1710.2996590353018,16765086.980439998,0.0,4605932.0,0.0,109.56
755,NonResidential,Medical Office,Medical Dental Building,98101.0,0659000085,7,DOWNTOWN,1925,1.0,18,33810.574959360005,2682.1107648,Medical Office,Parking,67.5,2236.6767569493204,25172425.435719997,6564067.659425,4816647.5,12117.364099999999,595.405
756,NonResidential,Retail Store,601 Pine St,98101.0,1976700005,7,DOWNTOWN,1929,1.0,4,7331.907916800001,0.0,Retail Store,,73.5,3763.567771495238,9716784.763175,0.0,2369420.375,1397193.80174,126.69
757,NonResidential,Large Office,Market Place I & II-2003 Western Avenue,98121.0,1977200280,7,DOWNTOWN,1979,1.0,7,12183.583374720001,8097.428966400001,Office,Retail Store,93.5,718.870964825263,,0.0,1488779.125,1073209.66965,89.435
758,NonResidential,Other,Pacific Place,98101.0,6600470000,7,DOWNTOWN,1999,1.0,0,88070.87418048001,0.0,Other - Mall,Other - Entertainment/Public Assembly,,2224.752287783769,49144441.585599996,0.0,13870775.5,0.0,329.94
759,NonResidential,Mixed Use Property,Oddfellows,98122.0,6003500460,3,EAST,1908,1.0,4,5157.976780800001,0.0,Office,Performing Arts,,1224.8062173207677,4092380.5756625,0.0,268571.40625,2769469.72393,145.8
760,NonResidential,Large Office,Broadacres Building,98101.0,1977200040,7,DOWNTOWN,1908,1.0,10,12355.918513920002,0.0,Office,Retail Store,92.0,943.1632397914976,5154047.0976174995,1685083.0783462499,848219.15625,0.0,143.46
761,NonResidential,Retail Store,Ross Dress for Less,98101.0,1975700300,7,DOWNTOWN,1940,1.0,3,7721.91487872,0.0,Retail Store,,55.0,1922.0996790272632,2768305.201455,0.0,681922.34375,228763.3845,27.740000000000002
762,NonResidential,Retail Store,Kress Building,98101.0,1975700485,7,DOWNTOWN,1924,1.0,3,7205.0952672,0.0,Retail Store,,39.0,3792.526993734543,8369877.758685,0.0,2276879.25,173420.21219999998,62.89
763,NonResidential,Small- and Mid-Sized Office,Market Square,98121.0,7666202405,7,DOWNTOWN,1909,1.0,6,4758.30790272,0.0,Office,Restaurant,61.0,1891.4369194169208,2907450.734495,0.0,807655.3125,0.0,19.21
764,NonResidential,Large Office,Financial Center - COS Compliance,98101.0,0002400002,7,DOWNTOWN,1970,1.0,29,45446.49491328,0.0,Office,Parking,46.5,3129.8710569643354,37271449.42774,0.0,9527502.5,1975463.74726,326.07
765,NonResidential,Large Office,Seattle Tower,98101.0,1975200005,7,DOWNTOWN,1929,1.0,27,20120.10427584,1237.4684928000001,Office,Parking,,1133.9536291240522,9153974.8756,3911047.2815799997,1275611.375,67232.11591,319.86
766,NonResidential,Large Office,1200 3rd Ave,98104.0,1975200015,7,DOWNTOWN,1921,1.0,13,17574.932592,0.0,Office,Other,13.0,4127.545882437571,20075248.050339997,0.0,5576666.75,0.0,132.65
767,NonResidential,Large Office,1015 3rd Ave,98104.0,0939000485,7,DOWNTOWN,1998,1.0,13,27295.19186112,6919.5113222400005,Office,Parking,25.0,4205.338430646252,18100773.94936,0.0,4999851.0,0.0,118.93
768,NonResidential,Large Office,1201 Western Avenue,98101.0,7666202480,7,DOWNTOWN,1910,1.0,7,11367.24436224,0.0,Office,Retail Store,80.0,1761.972058560656,5957974.726644999,0.0,1597790.3125,158240.00892,45.97
769,NonResidential,Small- and Mid-Sized Office,United Way of King County,98104.0,0939000240,7,DOWNTOWN,1921,1.0,3,4858.64318592,0.0,Office,,88.5,1429.7923382409767,2125679.7611149997,0.0,580217.34375,0.0,13.8
771,NonResidential,Large Office,Hoge Building,98101.0,0939000230,7,DOWNTOWN,1911,1.0,17,10836.2105856,0.0,Office,Financial Office,63.5,2175.351237160807,7468516.261835,1785576.4882862498,1490519.4375,0.0,166.085
772,NonResidential,Large Office,800 Fifth Avenue,98104.0,0942000470,3,DOWNTOWN,1981,1.0,42,116041.00662720001,18684.75230784,Office,Parking,94.0,705.8109254050564,20847122.560919996,0.0,11408984.0,0.0,271.38
773,NonResidential,Small- and Mid-Sized Office,SEATTLE BUILDING,98104.0,0939000245,7,DOWNTOWN,1924,,4,5866.826976,0.0,,,,,,,,,
774,NonResidential,Large Office,Pacific Building,98104.0,0942000590,7,DOWNTOWN,1970,1.0,22,21140.64417024,9156.15201024,Office,Parking,84.5,1931.1849536893515,9416827.77623,0.0,2446569.875,0.0,58.195
775,NonResidential,Large Office,Columbia Center - 2015,98104.0,0942000640,7,DOWNTOWN,1985,1.0,76,181367.17274880002,29673.230976000003,Office,Parking,85.0,1905.6326682097806,98011220.92087999,0.0,26172769.0,4692235.861839999,858.76
776,NonResidential,Medical Office,First Hill Medical Building,98104.0,8590900765,3,EAST,1988,1.0,5,17497.265650560003,9226.57251456,Medical Office,Parking,16.0,3556.310344827607,9164035.92776,0.0,2316909.75,709235.07085,90.81
777,NonResidential,University,Hospital Central Services Laundry,98122.0,2254500945,3,CENTRAL,1916,1.0,2,5585.5165708800005,0.0,College/University,Parking,,407.1330732867202,757876.1393531249,0.0,167901.5,51434.175,6.58
778,NonResidential,Small- and Mid-Sized Office,1st && King Street,98104.0,7666206830,2,DOWNTOWN,1910,1.0,6,8825.7888,1272.7716480000001,Office,Parking,83.5,1766.514669487672,4522152.013125,0.0,1151569.125,159806.24549,35.435
779,NonResidential,Large Office,Administration Building,98104.0,0942000920,7,DOWNTOWN,1971,1.0,9,20889.89886528,0.0,Office,,76.0,2248.033258998489,17074250.15718,4313059.43103,3243428.375,0.0,392.69
780,NonResidential,Large Office,King Street Center,98104.0,5247800795,2,DOWNTOWN,1998,1.0,8,41459.00353344,11593.184555520002,Office,Parking,96.5,1428.6566640736944,14512989.66636,0.0,4031537.0,0.0,95.89500000000001
782,NonResidential,Other,DOT 17G_01 1051 BUILDING,98104.0,7666206955,2,GREATER DUWAMISH,1939,1.0,2,5434.084615680001,0.0,Other,,,669.469875249262,1908013.0361062498,0.0,217427.5,990550.9939499999,55.035
783,NonResidential,Small- and Mid-Sized Office,Taylor Edwards Building,98134.0,7666206440,2,GREATER DUWAMISH,1907,1.0,6,5794.362604800001,0.0,Office,Restaurant,30.0,2704.5674784737184,4790793.236679999,0.0,1273183.25,0.0,30.285
784,NonResidential,Warehouse,SEWA,98134.0,7666204495,2,GREATER DUWAMISH,1960,1.0,1,6809.42121984,0.0,Non-Refrigerated Warehouse,Parking,82.5,768.8398613332083,2896221.46715,0.0,333860.5,1236319.308,70.175
785,Nonresidential COS,Other,Airport Way Ctr - Bldg A,98134.0,7666203240,2,GREATER DUWAMISH,1944,1.0,4,9208.73513088,0.0,Other,Office,,4773.166927583855,15306610.0186,0.0,3724477.0,1796992.43531,179.05
786,NonResidential,Other,J D OTT COMPANY (2244 6th Ave S),98134.0,7666203489,2,GREATER DUWAMISH,1985,1.0,1,6143.95674432,0.0,Other,Office,,2543.8719419952995,6380066.51425,0.0,1528224.8125,735361.5216299999,73.37
787,NonResidential,Warehouse,Seattle Lighting Distribution Center,98134.0,7666207627,2,GREATER DUWAMISH,1952,1.0,2,10745.90883072,0.0,Non-Refrigerated Warehouse,Office,,708.6500506334345,3629996.9698349996,0.0,496494.04689999996,1677443.0591799999,96.25
790,NonResidential,Other,PROLOGIS SEATTLE 10 (ROSS DISPLAY),19584,7666207496,2,GREATER DUWAMISH,1969,1,1.0,5032.65057984,0.0,,,,473.5690242213817,1380848.81222,0.0,92058.0,732786.6477,39.08
791,NonResidential,Other,United Parcel Service,98108.0,7376600390,2,GREATER DUWAMISH,1970,1.0,1,13163.06012544,0.0,Other,,,1595.0304600941258,7195803.56174,0.0,1974759.3125,0.0,46.97
792,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 5005 3rd Ave S Office,98134.0,3573700320,2,GREATER DUWAMISH,1950,1.0,1,8696.653574400001,0.0,Office,Data Center,94.5,1709.7317952637177,7072857.4199399995,0.0,1173570.375,2284408.52658,142.91
793,NonResidential,Large Office,Seattle Design Center (Atrium Building),98108.0,2738100010,2,GREATER DUWAMISH,1973,1.0,2,14510.34001152,0.0,Office,Parking,70.5,1687.0186526152102,7267887.898589999,0.0,1839373.875,277424.86182,57.715
794,NonResidential,Warehouse,NWCP-SEA Bldg C,98108.0,2738100480,2,GREATER DUWAMISH,1966,1.0,1,10741.449484800001,0.0,Non-Refrigerated Warehouse,,12.5,1174.8372858913658,1977575.5817324999,0.0,549347.15625,0.0,13.07
796,NonResidential,Large Office,6100 Building,98108.0,5367200610,2,GREATER DUWAMISH,1975,1.0,5,22124.673169920003,0.0,Office,Parking,60.0,1693.8326130124483,12097484.65948,0.0,3243352.5,0.0,77.14500000000001
797,NonResidential,Distribution Center,Westcore River Street,98108.0,5367204100,2,GREATER DUWAMISH,1969,1.0,1,6662.820222720001,0.0,Distribution Center,,,53.94371325076821,129538.31330365699,0.0,35984.300780000005,0.0,0.855
798,NonResidential,Warehouse,OPS,98108.0,2924049101,1,GREATER DUWAMISH,1969,1.0,1,5151.473568,0.0,Non-Refrigerated Warehouse,Office,29.5,1990.8069185041413,5169349.819739999,0.0,657438.75,2166457.03882,124.695
799,NonResidential,Distribution Center,Cloverdale Business Park Building D,98108.0,3224049012,1,GREATER DUWAMISH,1979,1.0,1,5098.5188352000005,0.0,Distribution Center,,33.5,1164.0485431333248,3112156.640875,0.0,356212.59375,1497169.17722,83.84
800,NonResidential,Retail Store,WEST SEATTLE (0637),98126.0,3624039166,1,DELRIDGE,1992,1.0,1,9522.5616,0.0,Retail Store,Parking,80.5,2119.1362091057513,8289435.2365149995,0.0,1471896.875,2418514.0379999997,156.755
801,NonResidential,Other,NORTH BLDG,98105.0,0925049425,4,NORTHEAST,2002,1.0,6,33574.97284992,25353.239616000003,Parking,Retail Store,,3554.606789853884,9678793.371399999,0.0,2276532.0,1240958.93435,116.62
802,NonResidential,Supermarket / Grocery Store,70500849 -- Rainier Valley,98144.0,5260300005,2,GREATER DUWAMISH,1963,1.0,1,4718.0808864,0.0,Supermarket/Grocery Store,,58.0,6990.53734009423,7935585.257239999,0.0,1283609.6875,3072543.09435,185.2
803,NonResidential,Small- and Mid-Sized Office,200 SW Michigan,98106.0,5367202506,1,Delridge,1929,1.0,3,7908.4641830400005,0.0,Office,,50.0,4456.886485478472,21150885.94058,0.0,2908093.0,775266.00095,108.2
804,NonResidential,Other,Northgate North,98125.0,2926049109,5,North,2000,1.0,5,28173.311395200002,1841.3382528000002,Parking,Retail Store,,1298.6239485311028,12249485.571089998,0.0,3158590.5,709400.18774,110.84
805,NonResidential,Distribution Center,Portside Distribution Center,98134.0,7666207536,2,GREATER DUWAMISH,1986,1.0,1,38237.40481536,0.0,Distribution Center,Non-Refrigerated Warehouse,45.5,867.6420318542159,16070366.89754,0.0,2179307.125,7385378.852659999,423.605
806,NonResidential,Mixed Use Property,US Rubber Building,98104.0,5247800865,7,DOWNTOWN,1902,1.0,4,6811.6508928,0.0,Non-Refrigerated Warehouse,Office,,549.6580520938819,1283408.94374375,0.0,191654.25,461402.00437999994,27.785
807,NonResidential,Large Office,645 Elliott - North Building,98119.0,3879902265,7,MAGNOLIA / QUEEN ANNE,2008,1.0,4,22546.26716544,9306.65493504,Office,Parking,74.5,2259.389864960285,9965814.00392,0.0,2768385.25,0.0,65.85
809,NonResidential,Small- and Mid-Sized Office,Washington Shoe Building,98104.0,5247800735,2,DOWNTOWN,1900,1.0,6,8896.3951104,1471.5841536,Office,,82.0,1889.1656573922983,5932521.404145,0.0,1371855.0625,823979.70374,74.11
811,NonResidential,Warehouse,City Commerce Park,98134.0,1824049060,2,GREATER DUWAMISH,1946,1.0,1,16668.01311552,0.0,Non-Refrigerated Warehouse,,68.0,568.9642233451133,2997290.9398499997,0.0,842646.9375,0.0,20.045
